nome_produto,preco,loja,url,categoria
"Placa de Video MSI RTX 5070 Ti GAMING TRIO OC NVIDIA GeForce, 16GB, GDDR7 - G507T-16GTC",9999.99,KaBuM,https://www.kabum.com.br/produto/1070648/placa-de-video-msi-rtx-5070-ti-gaming-trio-oc-nvidia-geforce-16gb-gddr7-g507t-16gtc,Placa de vídeo
"Placa de Vídeo Gigabyte RX 9050 GAMING OC 8GB AMD Radeon, 8GB GDDR6, 128bit - GV-R9050GAMING OC-8GD",2499.99,KaBuM,https://www.kabum.com.br/produto/1053619/placa-de-video-gigabyte-rx-9050-gaming-oc-8gb-amd-radeon-8gb-gddr6-128bit-gv-r9050gaming-oc-8gd,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5060 Ti EAGLE OC 8G NVIDIA GeForce, 8GB GDDR7, 128bits, DLSS, Ray Tracing - GV-N506TEAGLE OC-8GD",3299.99,KaBuM,https://www.kabum.com.br/produto/802428/placa-de-video-gigabyte-rtx-5060-ti-eagle-oc-8g-nvidia-geforce-8gb-gddr7-128bits-dlss-ray-tracing-gv-n506teagle-oc-8gd,Placa de vídeo
Placa de Vídeo PNY RTX 5050 STD 8GB GDDR6 SingleFan NVIDIA GeForce - VCG50508SFXPB1,2299.99,KaBuM,https://www.kabum.com.br/produto/997062/placa-de-video-pny-rtx-5050-std-8gb-gddr6-singlefan-nvidia-geforce-vcg50508sfxpb1,Placa de vídeo
"Placa de Vídeo XFX Quicksilver RX 9070 XT WHITE GAMING EDITION WITH AMD Radeon, 16GB, GDDR6, HDMI 3xDP, RDNA 4 - RX-97TQICKW9",6999.99,KaBuM,https://www.kabum.com.br/produto/725944/placa-de-video-xfx-quicksilver-rx-9070-xt-white-gaming-edition-with-amd-radeon-16gb-gddr6-hdmi-3xdp-rdna-4-rx-97tqickw9,Placa de vídeo
"Placa de Vídeo Gigabyte RTX 5050 WINDFORCE 2 OC 8GB NVIDIA GeForce, 8GB GDDR6, 128bit,  DLSS, Ray Tracing - GV-N5050WF2OC-8GD",2999.99,KaBuM,https://www.kabum.com.br/produto/1053116/placa-de-video-gigabyte-rtx-5050-windforce-2-oc-8gb-nvidia-geforce-8gb-gddr6-128bit-dlss-ray-tracing-gv-n5050wf2oc-8gd,Placa de vídeo
"Placa de Vídeo RTX 3060 Gaming OC 8G Gigabyte NVIDIA GeForce, 8GB GDDR6, 128bits, Ray Tracing - GV-N3060GAMING OC-8GD",2419.99,KaBuM,https://www.kabum.com.br/produto/475652/placa-de-video-rtx-3060-gaming-oc-8g-gigabyte-nvidia-geforce-8gb-gddr6-128bits-ray-tracing-gv-n3060gaming-oc-8gd,Placa de vídeo
"Placa de Vídeo ASUS DUAL NVIDIA GeForce RTX 5050, 8GB, GDDR6, 128-bit - DUAL-90YV0N73-M0NA00",2399.99,KaBuM,https://www.kabum.com.br/produto/900263/placa-de-video-asus-dual-nvidia-geforce-rtx-5050-8gb-gddr6-128-bit-dual-90yv0n73-m0na00,Placa de vídeo
"Placa De Vídeo MSI GeForce RTX 5050 Gaming OC, Nvidia, 8GB, GDDR6, 128-Bit - G5050-8GC",2899.99,KaBuM,https://www.kabum.com.br/produto/1012611/placa-de-video-msi-geforce-rtx-5050-gaming-oc-nvidia-8gb-gddr6-128-bit-g5050-8gc,Placa de vídeo
"Placa de Vídeo MSI GeForce RTX 5080 16G SHADOW 3X OC, 16GB GDDR7, 256 bits, NVIDIA® GeForce RTX? 5080 - G5080-16S3C",12199.9,KaBuM,https://www.kabum.com.br/produto/725585/placa-de-video-msi-geforce-rtx-5080-16g-shadow-3x-oc-16gb-gddr7-256-bits-nvidia-geforce-rtx-5080-g5080-16s3c,Placa de vídeo
"Placa de Vídeo PowerColor RX 9060 XT Hellhound Spectral White AMD Radeon, 16GB, GDDR6, Tripe Fan, OpenGL 4.6 - RX9060XT 16G-L/OC/WHITE",4999.99,KaBuM,https://www.kabum.com.br/produto/871961/placa-de-video-powercolor-rx-9060-xt-hellhound-spectral-white-amd-radeon-16gb-gddr6-tripe-fan-opengl-4-6-rx9060xt-16g-l-oc-white,Placa de vídeo
Placa de Vídeo PowerColor Red Devil Spectral White AMD Radeon RX 9070 XT 16GB GDDR6 - RX9070XT 16G-E/OC/WHITE,6599.99,KaBuM,https://www.kabum.com.br/produto/871950/placa-de-video-powercolor-red-devil-spectral-white-amd-radeon-rx-9070-xt-16gb-gddr6-rx9070xt-16g-e-oc-white,Placa de vídeo
"Placa de Vídeo PowerColor RX 9060 XT Reaper White AMD Radeon, 16GB, GDDR6, 128bits, OpenGL 4.6, RDNA 4 - RX9060XT 16G-A/WHITE",3999.99,KaBuM,https://www.kabum.com.br/produto/871962/placa-de-video-powercolor-rx-9060-xt-reaper-white-amd-radeon-16gb-gddr6-128bits-opengl-4-6-rdna-4-rx9060xt-16g-a-white,Placa de vídeo
"Placa de Video Inno3D RTX 5060 Twin X2 NVIDIA Geforce, 8GB, 128bits, 2497MHz, FP4 e DLSS 4, Ray Tracing - N50602-08D7-195071N",3099.99,KaBuM,https://www.kabum.com.br/produto/777056/placa-de-video-inno3d-rtx-5060-twin-x2-nvidia-geforce-8gb-128bits-2497mhz-fp4-e-dlss-4-ray-tracing-n50602-08d7-195071n,Placa de vídeo
"Placa de Vídeo Inno3D Twin X2 RTX 3050 NVIDIA GeForce, 6GB, GDDR6 - N30502-06D6-1880VA60",1999.99,KaBuM,https://www.kabum.com.br/produto/525561/placa-de-video-inno3d-twin-x2-rtx-3050-nvidia-geforce-6gb-gddr6-n30502-06d6-1880va60,Placa de vídeo
"Placa de Vídeo Inno3D RTX 5080 X3 NVIDIA GeForce, 16GB, GDDR7, G-Sync, Ray Tracing, DLSS 4, HDR -  N50803-16D7-176068N",15999.99,KaBuM,https://www.kabum.com.br/produto/697891/placa-de-video-inno3d-rtx-5080-x3-nvidia-geforce-16gb-gddr7-g-sync-ray-tracing-dlss-4-hdr-n50803-16d7-176068n,Placa de vídeo
